Date,active_calories,sedentary_time,steps,activity_score,readiness_score,sleep_score,temperature_deviation,average_breath,average_heart_rate,average_hrv,awake_time,deep_sleep_duration,efficiency,latency,light_sleep_duration,rem_sleep_duration,time_in_bed,total_sleep_duration
4/18/22,788,30780,7232,82,93,88,0.08,13.25,60.64,26,2640,6600,92,450,15510,6450,31200,28560
4/19/22,265,21780,4401,84,89,84,-0.14,12.875,58.26,33,5190,10710,84,1110,10410,5370,31680,26490
4/20/22,394,42120,6599,77,93,89,-0.12,13.25,60.53,32,2400,9720,92,330,12900,6240,31260,28860
4/21/22,239,19260,4130,81,79,77,0.07,13.375,62.33,29,3990,6930,85,330,8790,6150,25860,21870
4/22/22,370,43020,6317,64,85,73,-0.06,12.5,58.7,38,4830,8760,82,210,8220,5070,26880,22050
4/23/22,573,28680,9958,68,77,78,0.21,13.25,63.21,30,1260,5940,95,360,12630,5130,24960,23700
4/24/22,130,2340,230,70,,,,,,,,,,,,,,
4/25/22,536,32220,8539,59,84,90,-0.01,13.25,64.85,26,1530,9300,95,420,10830,8100,29760,28230
4/26/22,489,33540,8390,60,83,86,-0.02,13.5,63.59,26,1500,10050,95,240,10290,6720,28560,27060
4/27/22,268,15180,4495,63,81,85,0.07,13.625,61.51,32,3660,8940,88,360,11130,7290,31020,27360
4/28/22,449,27600,7731,61,90,90,0.11,13.125,62.68,31,2010,13050,93,240,7320,8280,30660,28650
4/29/22,747,43140,8751,68,81,81,-0.04,13.75,61.09,29,1770,6900,93,150,13620,4590,26880,25110
4/30/22,623,29820,10531,71,71,72,0.02,13.25,63.92,30,1860,7380,91,960,6810,4230,20280,18420
5/1/22,914,22500,13489,81,71,73,-0.11,13.75,63.11,29,2790,8700,89,180,9360,4350,25200,22410
5/2/22,330,33600,5604,74,62,76,0.12,13.625,65.15,23,2250,9180,90,510,6990,4920,23340,21090
5/3/22,385,34620,6770,78,81,91,-0.21,13.375,61.38,28,2760,10530,91,270,8970,9480,31740,28980
5/4/22,97,7140,1640,80,,,,,,,,,,,,,,
5/5/22,342,36180,5673,74,65,67,0.23,13.625,62.96,31,5070,9840,81,3270,7110,4200,26220,21150
5/6/22,439,21480,6835,70,83,82,-0.13,13.25,58.42,36,3360,8370,88,810,9240,6330,27300,23940
5/7/22,892,20040,14158,76,75,71,0.07,13.5,59.76,32,1650,7020,92,240,6750,6120,21540,19890
5/8/22,432,22320,7477,67,83,90,0.04,13.625,61.12,32,2070,12390,94,510,11190,11430,37080,35010
5/9/22,377,23040,5589,65,87,86,-0.16,13.375,54.87,34,4230,9030,86,1110,10680,6840,30780,26550
5/10/22,406,30660,6411,60,83,79,0.01,13.375,57.64,34,2070,10200,91,690,6450,5040,23760,21690
5/11/22,154,20760,2679,67,91,91,0.15,13.375,57.38,36,4050,7800,88,690,13200,9030,34080,30030
5/12/22,632,24000,9046,68,89,83,-0.06,14,60.22,28,1080,7830,96,180,9720,7050,25680,24600
5/13/22,1144,27120,12237,80,87,91,0.11,14.25,63.29,24,3510,6060,90,270,15420,9930,34920,31410
5/14/22,714,19800,11386,78,65,52,-0.56,13.125,55.85,36,3450,4890,80,990,6450,2490,17280,13830
5/15/22,643,26820,10690,78,79,92,-0.01,13.875,62.04,28,3030,6960,91,270,17490,7740,35220,32190
5/16/22,364,24420,6054,75,71,70,-0.06,13.875,59.66,28,2910,5760,87,510,11820,2370,22860,19950
5/17/22,437,31560,7032,78,80,76,-0.19,13.125,55.23,34,2760,8550,89,120,9390,4860,25560,22800
5/18/22,77,5400,1321,78,77,81,0.13,13.375,59.89,34,4200,9270,86,120,11490,5160,30120,25920
5/19/22,337,17760,5761,76,76,80,-0.08,13.5,60.49,31,1890,6540,93,180,11760,5190,25380,23490
5/20/22,433,33900,7333,62,79,88,0.22,13.625,65.4,27,3360,8310,90,180,13230,7260,32160,28800
5/21/22,710,21780,10971,74,88,85,0.07,13.125,59.83,34,3720,11460,88,150,8640,7860,31680,27960
5/22/22,455,28260,7500,66,80,80,0.03,13.5,64.18,27,4830,10080,84,180,9000,6750,30660,25830
5/23/22,237,19140,4021,65,74,75,0,12.625,67.02,25,6450,7650,79,150,11850,5070,31020,24570
5/24/22,263,52440,4609,55,81,77,0.02,13,60.96,29,2220,8370,91,210,8280,5850,24720,22500
5/25/22,231,25020,3909,66,74,68,0.02,13.25,62.51,29,1440,6630,93,120,8850,4860,21780,20340
5/26/22,341,14220,4999,68,73,77,0.22,13.625,61.92,32,3900,9330,86,390,11040,4110,28380,24480
5/27/22,837,29340,8495,78,82,93,0.09,14.375,64.96,24,3630,8700,90,300,15210,8880,36420,32790
5/28/22,622,25740,10050,72,87,83,-0.26,13.125,58.26,35,2430,7980,91,390,12030,5820,28260,25830
5/29/22,787,22980,11844,81,86,85,-0.33,13.25,59.61,32,2340,9690,92,390,9660,6810,28500,26160
5/30/22,495,35400,8728,74,78,72,0.04,13.75,62.41,32,11220,7530,67,180,9300,5550,33600,22380
5/31/22,699,40680,11297,77,72,80,0.28,13.75,68.93,24,4260,9150,85,540,8550,6600,28560,24300
6/1/22,818,31140,9930,,62,80,0.58,13.625,69.81,20,1500,8280,95,120,8040,10080,27900,26400
6/2/22,493,22620,8731,,49,69,0.21,14,71.1,24,3300,9150,87,150,6540,5970,24960,21660
6/3/22,374,39660,6534,,62,70,0.15,13.5,64.3,31,2520,7950,89,1800,7230,4320,22020,19500
6/4/22,551,24120,9667,,74,88,-0.01,13,62.96,31,4110,9810,88,450,10980,7980,32880,28770
6/5/22,807,25260,11655,96,80,89,-0.35,13,64.47,25,4320,9600,88,240,13440,7620,34980,30660
6/6/22,290,23520,5166,94,75,80,-0.19,13,61.32,29,1980,10350,92,240,7680,5550,25560,23580
6/7/22,363,31380,6389,91,73,74,-0.2,13.25,59.85,28,3090,9000,87,150,6480,5550,24120,21030
6/8/22,393,15660,6328,89,81,88,-0.32,13.25,61.34,27,2010,8100,93,1050,10560,7350,28020,26010
6/9/22,878,37680,6766,88,83,84,-0.29,12.75,59.1,32,2040,10200,92,660,6720,6540,25500,23460
6/10/22,515,22500,8853,87,76,85,-0.31,13,61.69,28,1500,12420,95,450,6180,8520,28620,27120
6/11/22,1312,18060,13415,86,74,84,-0.11,13.75,65.06,22,6900,7350,80,300,11610,8040,33900,27000
6/12/22,910,20820,13219,83,68,83,-0.1,14.125,65.43,23,3090,5280,89,1020,11190,9180,28740,25650
6/13/22,251,23880,4470,80,70,95,-0.02,14.375,66.23,23,4020,7770,89,600,15600,9150,36540,32520
6/14/22,679,33720,5028,85,88,86,-0.03,13.125,56.98,36,1920,8130,93,240,13290,5940,29280,27360
6/15/22,187,21240,3337,89,81,87,0.12,13.125,61.77,28,2490,7620,92,570,11430,7980,29520,27030
6/16/22,613,22140,3213,85,90,92,-0.13,13.375,59.96,30,2340,8430,93,750,14340,6870,31980,29640
6/17/22,197,19860,3480,85,83,89,0.06,13.625,60.28,26,1920,7410,94,360,11370,8940,29640,27720
6/18/22,695,26640,8988,79,85,80,-0.29,13,60.85,35,2610,9090,90,450,8280,6120,26100,23490
6/19/22,379,30000,6425,71,81,86,0.14,13.5,65.17,25,3120,8700,90,570,11370,9150,32340,29220
6/20/22,353,20940,3616,73,77,85,0.06,14.125,68.14,25,2520,7260,91,450,13080,6000,28860,26340
6/21/22,884,35760,10526,76,89,82,-0.25,13.375,59.83,34,2160,9780,92,480,7200,7680,26820,24660
6/22/22,413,37800,6797,75,73,73,-0.28,13.375,59.75,29,2550,5490,89,810,10500,4560,23100,20550
6/23/22,231,25800,3920,75,82,80,-0.01,13.625,62.16,34,3000,8850,89,270,10200,5550,27600,24600
6/24/22,817,26400,8784,83,85,82,-0.14,13,60.2,31,2880,8280,89,1110,7800,7080,26040,23160
6/25/22,662,30000,10976,83,80,78,-0.25,13.25,59.84,31,2700,7590,90,810,11100,4410,25800,23100
6/26/22,1014,17340,15244,93,73,71,0.08,13.5,63,30,2700,7080,89,180,9810,5970,25560,22860
6/27/22,373,39960,6422,84,78,89,-0.02,13.5,61.33,30,3810,9990,88,1110,10110,7890,31800,27990
6/28/22,714,31920,7501,89,81,82,-0.1,13.625,56.5,35,3270,6810,88,930,9690,7590,27360,24090
6/29/22,428,20580,7423,93,79,82,-0.64,12.75,53.46,36,1650,9120,93,420,7830,6600,25200,23550
6/30/22,421,20400,4744,92,87,86,-0.11,13,54.58,37,2520,8550,92,450,12060,6570,29700,27180
7/1/22,209,27420,3605,76,87,83,-0.15,13.375,55.73,32,2100,9000,92,210,9690,6630,27420,25320
7/4/22,249,14640,3991,66,,,,,,,,,,,,,,
7/5/22,378,34980,6503,50,87,85,0.06,13.5,60.56,30,1890,6540,94,150,14130,6600,29160,27270
7/6/22,307,31680,5423,48,89,80,-0.01,13.375,58.6,38,3660,7920,87,240,11940,5520,29040,25380
7/7/22,261,36480,4442,48,,,,,,,,,,,,,,
7/8/22,535,42360,5113,54,86,90,0.06,13.75,62.39,27,2220,10290,93,270,12660,6930,32100,29880
7/9/22,416,35400,6372,56,78,67,0.03,13.75,57.86,33,2310,5520,90,120,10890,4320,23040,20730
7/10/22,307,34620,4990,57,94,89,-0.17,13.25,57.09,38,1380,9930,96,270,11130,8460,30900,29520
7/11/22,428,21240,6408,68,88,86,0.16,13.875,59.57,39,2070,8100,93,690,11340,7350,28860,26790
7/12/22,153,12660,2570,67,89,79,0.07,13.75,59.48,31,2760,9480,89,630,7320,5940,25500,22740
7/13/22,282,40800,4769,59,99,93,0.17,13.25,58.75,33,2430,10440,93,270,12630,11100,36600,34170
7/14/22,189,22140,3360,64,86,80,-0.11,13.875,59.39,32,3300,8670,87,1500,7320,6690,25980,22680
7/15/22,183,37980,3058,54,93,83,0.1,14.125,60.35,30,3210,8490,88,540,8970,7230,27900,24690
7/16/22,507,34200,8515,52,97,93,-0.11,13.875,58.37,30,3720,8130,90,1290,15450,11460,38760,35040
7/17/22,568,20040,4516,64,82,64,-0.15,14.25,59.44,26,8550,8250,68,300,4830,4950,26580,18030
7/18/22,271,44760,4785,53,84,76,-0.08,13.625,57.96,34,1980,7500,92,180,8940,5580,24000,22020
7/19/22,258,33300,4287,57,81,80,0.39,14.125,66.63,21,4860,6960,84,690,11700,6780,30300,25440
7/20/22,150,41220,2583,,92,85,-0.27,12.5,53.81,39,1920,8520,93,570,10890,7950,29280,27360
7/21/22,257,36720,4329,,82,77,-0.14,13,56.01,31,3450,5640,86,690,8460,7830,25380,21930
7/22/22,370,38880,5899,,82,84,-0.25,13.625,59.03,25,2400,6180,92,210,11730,8190,28500,26100
7/23/22,357,43140,5825,,83,85,-0.27,12.875,57.42,31,1650,7200,94,300,10290,7980,27120,25470
7/24/22,340,38040,5492,,79,77,-0.21,12.75,55.38,31,2010,8430,91,960,4410,6630,21480,19470
7/25/22,253,40680,4075,,83,88,-0.03,12.625,57.55,32,1230,7860,96,180,11880,7650,28620,27390
7/26/22,444,29760,7284,,83,89,-0.14,12.625,54.01,30,1230,8160,96,240,11190,8160,28740,27510
7/27/22,330,44280,5637,,83,90,0.07,13.75,60.16,25,1650,7980,94,480,9870,10320,29820,28170
7/28/22,352,45120,6107,,81,80,-0.07,12.875,56.75,35,2610,8760,90,1170,8190,6360,25920,23310
7/29/22,342,31080,6000,91,71,64,-0.14,12.25,52.33,34,3690,6420,82,1680,5490,5040,20640,16950
7/30/22,652,26100,9619,92,83,88,-0.31,13.25,55.77,31,1710,6930,94,750,10020,9060,27720,26010
7/31/22,318,36360,5372,89,83,93,-0.1,13.125,59.07,33,1800,11490,94,720,7650,10320,31260,29460
8/1/22,671,39420,9900,84,83,93,0.12,14,59.3,28,1920,9630,94,390,11880,8670,32100,30180
8/2/22,280,42600,5103,79,82,83,-0.1,13.25,58.93,25,1710,7680,93,180,7050,9120,25560,23850
8/3/22,464,48000,5593,80,70,78,-0.17,13.25,66.14,24,4050,6120,85,1080,9480,6690,26340,22290
8/4/22,260,36780,4268,74,66,78,0.26,14,69.95,21,1110,6990,95,120,9570,6030,23700,22590
8/5/22,640,27660,8333,87,81,90,-0.38,12.875,60.44,29,1920,10140,94,420,9120,8760,29940,28020
8/6/22,638,40920,6421,82,75,81,0.05,14.25,62.27,23,5490,8160,82,180,9900,7230,30780,25290
8/7/22,526,38100,8396,83,82,81,-0.12,12.625,59.38,29,2100,8430,93,360,10380,7470,28380,26280
8/8/22,227,18960,3941,81,73,72,0.2,13.625,62.91,24,1650,7590,92,600,6210,5730,21180,19530
8/9/22,383,38160,4446,76,83,89,0.21,14,61.02,28,3270,9720,90,360,11400,7950,32340,29070
8/10/22,342,41880,6028,70,82,86,-0.03,13.25,62.06,32,1500,9900,94,330,9030,5910,26340,24840
8/11/22,691,38460,10744,80,78,83,-0.03,12.625,60.82,35,2940,9750,89,660,8280,6390,27360,24420
8/12/22,250,24420,4282,80,71,84,-0.19,13,64.38,27,1530,8070,94,300,8370,8430,26400,24870
8/13/22,353,42720,6117,70,63,73,-0.14,13.375,69.41,22,1680,7110,92,180,6360,5490,20640,18960
8/14/22,589,37500,9901,79,79,80,0.08,13.125,60.66,34,3060,9720,89,750,9210,5010,27000,23940
8/15/22,194,19560,3541,82,78,80,-0.11,12.25,60.95,35,1290,10140,94,300,5520,6270,23220,21930
8/16/22,283,32880,4996,77,86,87,-0.2,12.5,59.33,34,2730,8370,91,300,12270,7050,30420,27690
8/17/22,245,44760,4251,67,82,78,0.14,12.75,60.78,30,7290,8910,77,180,8340,6600,31140,23850
8/18/22,546,42840,9478,67,83,81,0.02,13,61.7,30,3060,9390,89,450,9450,5520,27420,24360
8/19/22,390,41340,6257,68,83,80,-0.19,12.625,60.56,28,1800,9360,93,150,7590,7650,26400,24600
8/20/22,579,32280,9171,77,71,77,0.02,13.25,68.46,20,1770,4890,93,180,12210,6090,24960,23190
8/21/22,638,26580,8315,77,68,75,0.09,13.25,67.3,20,2250,7530,91,120,8370,6630,24780,22530
8/22/22,222,34140,3539,72,68,81,-0.14,13.125,64.72,20,2790,7560,89,1020,9180,6930,26460,23670
8/23/22,492,36000,4770,80,75,75,0.1,13.25,61.81,28,2820,6930,88,180,7800,6750,24300,21480
8/24/22,586,38760,8023,83,73,93,0.14,13.5,66.03,23,2580,7290,92,630,12540,9990,32400,29820
8/25/22,518,37020,5585,89,67,82,-0.12,14.125,66.37,20,2370,8370,91,240,6870,8190,25800,23430
8/26/22,660,35700,7383,90,71,90,0.16,13.875,64.77,21,1500,6900,94,780,9510,9270,27180,25680
8/27/22,323,30720,5442,85,72,84,-0.02,13.375,63.61,26,2940,5670,90,630,13500,6870,28980,26040
8/28/22,524,23040,7866,88,89,91,0.22,13.625,60.52,27,6030,6180,85,360,15150,11820,39180,33150
8/29/22,391,39360,6058,82,77,76,-0.19,13.375,60.9,30,4050,9060,85,210,8400,5310,26820,22770
8/30/22,294,27900,5068,84,89,87,0.2,12.875,60.31,31,2010,9030,93,240,9210,8430,28680,26670
8/31/22,444,45480,7170,70,88,85,0.06,12.875,61.81,25,1830,5310,93,480,11940,8340,27420,25590
9/1/22,240,34800,4310,64,78,77,0.24,12.75,63.07,26,2340,7320,90,300,7440,6180,23280,20940
9/2/22,641,40980,9408,66,75,70,0.17,13.25,64.89,24,1620,4200,92,210,10170,5550,21540,19920
9/3/22,426,39060,7324,66,78,77,-0.14,12.75,59.37,35,2220,10260,91,660,6150,4950,23580,21360
9/4/22,501,23160,8688,69,75,75,0.4,12.5,61.19,33,1230,6090,95,390,12180,5340,24840,23610
9/5/22,396,36900,6624,61,83,91,0.27,13.25,62.45,33,2460,7470,92,450,16590,6180,32700,30240
9/6/22,400,39900,6808,57,82,77,0.27,13.375,58.27,30,2160,7950,91,450,9240,5010,24360,22200
9/7/22,256,26760,4544,57,81,91,0.45,13.25,61.03,29,2610,8220,92,690,12840,7830,31500,28890
9/8/22,301,38940,5308,61,83,83,0.12,13.25,61.5,30,1980,9240,93,180,8940,7560,27720,25740
9/9/22,553,44760,4994,62,79,77,0.31,13.375,59.71,33,4470,10260,84,450,8220,4530,27480,23010
9/10/22,484,34620,8454,65,77,78,0.23,12.625,59.61,32,2310,8670,91,210,10080,4500,25560,23250
9/11/22,534,26940,9156,66,82,84,0.17,13.25,57.53,34,5550,7020,83,450,12360,7650,32580,27030
9/12/22,648,37740,6167,68,91,90,0.16,12.625,54.5,44,2670,11490,91,630,9360,7320,30840,28170
9/13/22,508,36780,6449,67,72,61,0.06,13.125,59.06,31,4350,4860,81,2580,8670,4860,22740,18390
9/14/22,509,34380,9327,64,86,83,0.01,12.875,58.69,33,2220,9240,92,180,9270,5730,26460,24240
9/15/22,510,29280,8265,54,79,87,0.2,13.5,62.52,27,1770,7050,94,180,14580,6360,29760,27990
9/16/22,412,38580,7524,38,81,74,0.09,12.75,58.41,38,1530,6810,93,210,9720,4560,22620,21090
9/17/22,382,31980,7091,45,73,71,-0.04,13.5,58.05,36,4140,6780,84,540,8700,5760,25380,21240
9/18/22,347,30900,6087,60,66,73,-0.04,13.25,67.2,23,2340,7680,90,180,7200,7260,24480,22140
9/19/22,472,46620,3211,55,82,84,0.23,13,61.54,34,2010,7560,92,450,10410,6300,26280,24270
9/20/22,475,42060,7862,59,76,77,0.07,13,62.57,29,1590,7770,93,450,8130,5250,22740,21150
9/21/22,352,38460,6199,58,70,75,-0.12,13.75,62.23,23,2370,5220,90,210,9570,6540,23700,21330
9/22/22,278,37260,5074,57,83,82,-0.21,13,58.68,32,2070,7290,92,180,9930,6450,25740,23670
9/23/22,108,21660,1968,60,,,,,,,,,,,,,,
9/24/22,189,41820,3315,52,85,80,0.05,13.125,62.72,24,1620,8880,94,180,9840,6660,27000,25380
9/25/22,420,35160,6712,56,73,70,0.3,13.125,64.26,23,1170,7020,94,420,6000,5850,20040,18870
9/26/22,308,42720,5516,49,84,84,0.04,13.125,60.89,31,1920,9270,93,240,9720,6270,27180,25260
9/27/22,530,31380,7678,60,73,70,-0.08,12.75,59.34,28,3030,6690,87,180,8430,4650,22800,19770
9/28/22,321,42300,5639,56,76,89,0.32,13.625,62.07,24,3060,9000,90,450,10020,8700,30780,27720
9/29/22,506,39900,6741,70,69,82,0.08,13.75,63.8,24,2940,5040,89,750,11010,7230,26220,23280
9/30/22,472,39060,8503,71,75,87,0.27,14,64.52,23,4770,8130,84,750,10530,7110,30540,25770
10/1/22,460,32640,7878,72,75,84,0.1,14.125,65.67,20,3510,5880,88,750,9990,9180,28560,25050
10/2/22,61,13140,1088,70,,,,,,,,,,,,,,
10/3/22,323,41280,5226,65,86,87,-0.13,13.25,59.43,32,1290,8670,95,570,9120,7260,26340,25050
10/4/22,358,39360,4955,60,82,80,-0.17,12.875,55.14,35,2400,10770,90,810,4530,6360,24060,21660
10/5/22,662,33660,4845,75,86,82,-0.01,13.375,57.95,29,3030,8430,89,960,9930,6090,27480,24450
10/6/22,254,41160,4423,64,85,83,-0.04,13,59.27,29,2220,9780,92,450,7770,6810,26580,24360
10/7/22,373,40020,6441,63,78,80,0.05,13.5,62.66,25,1830,9930,92,780,6780,5340,23880,22050
10/8/22,393,40560,5392,64,82,90,0.07,12.75,59.65,31,1770,9180,94,1110,11850,7260,30060,28290
10/9/22,276,23520,4830,68,81,79,0.47,13.625,64.02,27,13230,8100,73,30,15360,13230,49920,36690
10/10/22,521,36300,5613,71,,,,,,,,,,,,,,
10/11/22,341,33720,6128,70,86,87,-0.33,12.25,61.77,28,1410,8700,95,300,10470,7200,27780,26370
10/12/22,323,36120,5474,58,86,87,0.31,13.625,63.14,28,2850,9690,90,1110,9870,6510,28920,26070
10/13/22,232,43740,4288,54,80,83,0.26,14.25,65.81,21,2730,4770,90,960,11280,7260,26040,23310
10/14/22,270,44340,4017,51,90,85,-0.04,12.875,60.77,33,2190,12180,92,270,5610,7620,27600,25410
10/15/22,457,38460,8063,56,79,81,-0.19,12.625,63.43,28,1800,8640,93,150,10740,6240,27420,25620
10/16/22,595,36480,5443,68,76,75,-0.11,12.5,64,29,2520,8100,89,720,7530,5430,23580,21060
10/17/22,287,41700,4987,62,76,85,0.06,12.75,65.38,27,2220,7560,92,270,12750,6510,29040,26820
10/18/22,301,41160,4823,63,76,73,0.04,13.125,62.58,32,3180,8130,87,450,9750,4200,25260,22080
10/19/22,314,43920,5171,62,77,78,0.16,12.125,63.01,30,2310,9060,91,1740,9990,4500,25860,23550
10/20/22,226,35940,3568,61,83,80,0.06,12.25,64.21,28,1620,8460,93,390,6750,7650,24480,22860
10/21/22,318,22980,5603,66,,,,,,,,,,,,,,
10/22/22,306,25260,4953,,86,84,-0.17,12.75,63.29,26,2220,9240,93,300,10110,8670,30240,28020
10/23/22,363,37980,5964,,82,92,0.15,13,58.02,32,4110,9390,90,2010,16650,10230,40380,36270
10/24/22,313,47820,5517,,82,82,-0.26,13,59.73,28,2100,7530,92,390,9480,7170,26280,24180
10/25/22,405,34980,6793,,82,76,-0.08,12.875,60.19,24,3450,7920,87,180,6570,7980,25920,22470
10/26/22,212,38040,3797,,82,84,-0.05,13.375,62.11,23,2640,4530,91,240,13020,8850,29040,26400
10/27/22,347,34920,5660,,62,83,0.46,14,69.06,18,1830,7140,93,240,11640,6030,26640,24810
10/28/22,393,42240,6579,,82,95,-0.01,13.875,62.89,27,2370,10050,93,780,9810,10410,32640,30270
10/29/22,811,27180,13018,,81,83,-0.08,13.5,62.73,28,2910,8490,90,300,9570,8730,29700,26790
10/30/22,489,27840,8821,,71,75,-0.01,13.375,65.39,21,1860,6390,92,240,7110,7320,22680,20820
10/31/22,603,26520,8675,,72,80,0.17,13.5,64.45,25,5220,5850,84,1590,12330,8340,31740,26520
11/1/22,291,37140,5107,,82,94,0.06,13.75,60.77,29,6600,11430,83,1020,10590,10560,39180,32580
11/2/22,378,36480,6579,90,82,86,-0.01,13.625,59.92,29,3630,10170,88,720,9120,6780,29700,26070
11/3/22,282,38460,4881,84,82,85,0.02,13.5,62.78,25,3870,7230,87,450,10650,8070,29820,25950
11/4/22,386,30600,3431,84,81,88,0.3,14,61.9,28,3270,10170,90,180,10440,7980,31860,28590
11/5/22,621,24600,5891,93,,,,,,,,,,,,,,
11/6/22,460,28380,7529,86,79,90,0.14,13.875,65.24,23,3630,8160,88,930,11430,8280,31500,27870
11/7/22,395,38400,4491,73,80,91,0.19,14.125,63.26,23,2010,7380,93,480,13110,7380,29880,27870
11/8/22,318,40560,5682,68,81,82,0.1,13.5,63.69,30,1590,9450,94,450,8100,6420,25560,23970
11/9/22,325,34320,5533,67,81,85,-0.14,13.375,64.68,27,1860,7440,93,930,9240,6660,25200,23340
11/10/22,336,29700,5480,,51,86,0.82,15.25,76.13,16,2400,6120,92,120,12690,9210,30420,28020
11/11/22,31,11520,403,,41,90,2.75,17.75,86.62,12,4950,6600,88,450,12780,15690,40020,35070
11/12/22,2,2460,35,,,,,,,,,,,,,,,
11/13/22,41,40680,783,,25,53,1.28,15.875,86.38,13,3450,5070,79,570,3750,4110,16380,12930
11/14/22,79,38580,1368,,31,87,1.93,16.5,79.28,14,12030,6210,72,510,16050,9210,43500,31470
11/15/22,217,43320,3818,,48,88,1.19,15.75,73.4,17,4200,7080,87,300,10110,11610,33000,28800
11/16/22,213,29220,3759,79,81,84,-0.58,12.5,59.4,42,2310,10410,92,450,7920,6660,27300,24990
11/17/22,230,34020,3867,78,82,92,-0.21,13.125,61.59,31,3540,9540,89,480,10140,10380,33600,30060
11/18/22,657,35640,4856,85,82,83,0.03,12.875,60.38,32,3030,9510,90,1530,12120,5040,29700,26670
11/19/22,576,30720,6919,90,79,93,-0.05,12.875,64.97,25,2580,10290,92,300,11940,8670,33480,30900
11/20/22,173,43980,3038,78,83,86,-0.14,12.25,61.89,35,1980,9900,93,300,10110,7170,29160,27180
11/21/22,542,35460,2930,84,81,80,0.03,12.75,63.74,37,3690,8910,88,210,12510,5130,30240,26550
11/22/22,807,29460,11652,87,82,79,-0.25,12.5,59.69,33,2940,8850,89,1980,6840,7770,26400,23460
11/23/22,775,23040,6518,93,86,78,-0.2,11.875,58.59,39,3060,9780,89,570,10050,5190,28080,25020
11/24/22,468,37380,7583,85,90,96,0,13.375,60.83,30,2490,7500,93,1050,13920,11370,35280,32790
11/25/22,396,36960,5907,78,81,81,0.05,13.75,66.37,26,4290,7380,86,180,11580,7890,31140,26850
11/26/22,554,33960,4691,81,90,87,-0.2,13.375,56.14,42,3060,9060,91,180,12420,10200,34740,31680
11/27/22,766,32280,8823,86,93,89,-0.09,12.875,60,35,2100,8880,93,300,11190,7590,29760,27660
11/28/22,571,39960,5532,83,86,82,0.02,13.5,62.67,28,1410,9270,95,150,8790,6510,25980,24570
11/29/22,693,29880,8544,83,73,69,-0.25,12.875,63.8,26,4800,6240,82,300,10770,5070,26880,22080
11/30/22,180,24360,3160,78,77,80,0.09,13.75,64.87,30,2220,8580,91,510,9150,5250,25200,22980
12/1/22,671,31380,6065,86,86,85,0.31,13.25,64.08,30,5370,9300,84,210,9330,9900,33900,28530
12/2/22,402,41040,5880,87,55,85,1.04,14.375,73.29,18,2010,7680,93,150,8760,9510,27960,25950
12/3/22,542,38940,8813,87,80,87,-0.15,12.75,64.75,28,3630,9900,89,180,10590,8040,32160,28530
12/4/22,777,27300,8874,88,64,76,-0.03,13.75,65.94,25,1830,9090,92,1020,5520,5700,22140,20310
12/5/22,310,34860,5555,83,77,87,0.04,13.625,62.78,34,2670,11820,91,210,9630,6720,30840,28170
12/6/22,657,37140,8113,88,79,82,-0.07,13.125,65.74,25,3330,6690,88,900,11310,5970,27300,23970
12/7/22,507,27360,6645,92,72,80,0.07,13.625,64.33,29,1650,8970,94,150,9150,5850,25620,23970
12/8/22,661,38640,5500,87,82,84,-0.14,13.125,61.02,34,2370,8820,91,1080,9240,6390,26820,24450
12/9/22,578,40500,7958,84,80,74,0.01,13.125,59.77,36,4410,6180,84,390,11520,5010,27120,22710
12/10/22,374,33840,6890,84,72,82,0.05,13.25,67.21,26,3420,5760,89,180,13080,8340,30600,27180
12/11/22,490,41160,4343,84,81,87,-0.43,13.875,64.59,26,1170,9480,96,150,11280,7770,29700,28530
12/12/22,519,35760,4697,84,81,78,-0.1,13.25,59.14,31,6750,5550,79,1170,14580,5040,31920,25170
12/13/22,765,37800,6343,83,81,87,0.08,13.125,61.59,34,2160,5490,92,900,14610,6240,28500,26340
12/14/22,255,39660,4531,80,81,81,0.05,13.25,64.56,25,4110,7260,87,240,13740,5490,30600,26490
12/15/22,716,35040,4364,85,76,83,0.09,13.5,65.32,21,2700,8070,90,330,11010,6300,28080,25380
12/16/22,689,43200,8525,83,77,82,-0.13,13.125,64.09,24,2040,6630,92,420,9660,6510,24840,22800
12/17/22,402,22380,7444,86,70,72,0.15,13.375,64.91,28,10890,9060,69,480,8250,7380,35580,24690
12/18/22,320,27480,5944,83,83,84,0.01,13.625,68.05,22,7740,7620,81,270,14040,11460,40860,33120
12/19/22,111,22800,2030,86,,,,,,,,,,,,,,
12/20/22,622,41520,7397,78,85,78,-0.16,13.5,62.74,25,4440,5700,83,960,10800,5820,26760,22320
12/21/22,380,39840,6948,77,73,90,-0.04,13.125,66.44,23,2310,7830,93,360,13830,7530,31500,29190
12/22/22,628,30300,5144,77,93,88,-0.04,13.5,61.93,32,4650,8970,86,510,12360,8400,34380,29730
12/23/22,424,33180,7809,67,89,82,-0.18,12.875,62.38,27,1710,8520,94,150,9870,6900,27000,25290
12/24/22,346,33120,6384,65,75,76,0.08,13.5,66.49,25,2460,3450,91,300,14880,6930,27720,25260
12/25/22,279,33600,4882,63,80,82,0.06,13.625,66.92,28,3120,6300,89,210,11610,7110,28140,25020
12/26/22,419,10020,1559,73,,,,,,,,,,,,,,
12/27/22,641,32760,8496,70,90,84,-0.07,12.875,61.09,27,2550,8400,91,1020,10650,6660,28260,25710
